date,symbol,cashAndCashEquivalents,propertyPlantEquipmentNet,totalDebt,mktCap,industry,sector,image,isActivelyTrading,ebit,workingCapital,Security Name,Exchange,enterpriseValue,earningsYield,returnOnCapital,rocRank,yieldRank,rankSum,overallRank
2024-12-31,INR,2203000.0,41442000.0,260896000.0,277779625.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/INR.png,True,12097786000.0,90739000000.0,"Infinity Natural Resources, Inc. Class A Common Stock",NYSE,536472625.0,2255.0611972046104,13.326423328055617,1691.0,20.0,1711.0,397.0
2024-12-31,BTBT,95201335.0,161329734.0,13806217.0,438064650.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/BTBT.png,True,77895762.0,241830331.0,"Bit Digital, Inc. - Ordinary Share",NASDAQ,356669532.0,21.839757818169904,19.321299097419285,1362.0,349.0,1711.0,397.0
2024-12-31,MHUA,15960057.0,7886579.0,7945966.0,13619119.0,Medical - Instruments & Supplies,Healthcare,https://images.financialmodelingprep.com/symbol/MHUA.png,True,17799334.0,116174753.0,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",NASDAQ,5605028.0,317.56012637225007,14.347205300036597,1623.0,90.0,1713.0,399.0
2024-12-31,GOOGL,23466000000.0,184624000000.0,25461000000.0,1932142923147.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/GOOGL.png,True,137984000000.0,70398000000.0,Alphabet Inc. - Class A Common Stock,NASDAQ,1934137923147.0,7.134134455907301,54.10670451961007,601.0,1118.0,1719.0,400.0
2024-12-31,CHH,40177000.0,687796000.0,1887148000.0,5870941388.0,Travel Lodging,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/CHH.png,True,489140000.0,-69217000.0,"Choice Hotels International, Inc. Common Stock",NYSE,7717912388.0,6.337724185111597,79.07478268741745,437.0,1286.0,1723.0,401.0
2024-12-31,PRTH,58600000.0,52477000.0,930391000.0,580605480.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/PRTH.png,True,91379000.0,61912000.0,"Priority Technology Holdings, Inc. - Common Stock",NASDAQ,1452396480.0,6.291601588018169,79.88442944688737,433.0,1292.0,1725.0,402.0
2024-12-31,AOS,239600000.0,661500000.0,216700000.0,10013003381.0,Industrial - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/AOS.png,True,688900000.0,540000000.0,A.O. Smith Corporation Common Stock,NYSE,9990103381.0,6.8958245348111875,57.33666250520183,571.0,1155.0,1726.0,403.0
2024-12-31,NBHC,127848000.0,196773000.0,104511000.0,1449488115.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/NBHC.png,True,227308000.0,880674000.0,National Bank Holdings Corporation Common Stock,NYSE,1426151115.0,15.938563424956548,21.09690778293503,1283.0,449.0,1732.0,404.0
2024-12-31,KODK,201000000.0,216000000.0,499000000.0,492072000.0,Specialty Business Services,Industrials,https://images.financialmodelingprep.com/symbol/KODK.png,True,119000000.0,334000000.0,Eastman Kodak Company Common New,NYSE,790072000.0,15.061918407436284,21.636363636363637,1262.0,474.0,1736.0,405.0
2024-12-31,MGRE,950000000.0,57600000.0,2620200000.0,5093603867.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/MGRE.png,True,489530000.0,950000000.0,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",NYSE,6763803867.0,7.23749549256408,48.58376339817388,655.0,1092.0,1747.0,406.0
2023-12-31,NVA,3149909.0,2782079000.0,305053000.0,62607102.0,Not Available,Not Available,https://images.financialmodelingprep.com/symbol/NVA.png,True,412530000.0,-27539000.0,Nova Minerals Limited - American Depositary Shares,NASDAQ,364510193.0,113.17378990276961,14.976366289834237,1588.0,161.0,1749.0,407.0
2024-07-31,BRC,250118000.0,234262000.0,129659000.0,3591161936.0,Security & Protection Services,Industrials,https://images.financialmodelingprep.com/symbol/BRC.png,True,247704000.0,253965000.0,Brady Corporation Common Stock,NYSE,3470702936.0,7.136998025117065,50.73541610767123,633.0,1117.0,1750.0,408.0
2024-09-30,IESC,100832000.0,196153000.0,62426000.0,5157378944.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/IESC.png,True,342260000.0,376293000.0,"IES Holdings, Inc. - Common Stock",NASDAQ,5118972944.0,6.686106837137445,59.789045604301535,552.0,1199.0,1751.0,409.0
2024-06-30,LFVN,16886000.0,17382000.0,13612000.0,149296052.0,Packaged Foods,Consumer Defensive,https://images.financialmodelingprep.com/symbol/LFVN.png,True,12969000.0,21531000.0,Lifevantage Corporation - Common Stock,NASDAQ,146022052.0,8.881535235513606,33.32819366278621,921.0,833.0,1754.0,410.0
2024-10-31,TOL,1303039000.0,453007000.0,2961507000.0,10789908870.0,Residential Construction,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/TOL.png,True,1953154000.0,8956308000.0,"Toll Brothers, Inc. Common Stock",NYSE,12448376870.0,15.69002947450128,20.75766408075402,1297.0,459.0,1756.0,411.0
2024-12-31,SEIC,839891000.0,188548000.0,32135000.0,10414582420.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/SEIC.png,True,688570000.0,1216957000.0,SEI Investments Company - Common Stock,NASDAQ,9606826420.0,7.1675074566404,48.990932084908984,652.0,1108.0,1760.0,412.0
2024-09-29,QCOM,7849000000.0,4665000000.0,14634000000.0,167027760000.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/QCOM.png,True,11812000000.0,16536000000.0,QUALCOMM Incorporated - Common Stock,NASDAQ,173812760000.0,6.795818672921366,55.71435309655205,585.0,1176.0,1761.0,413.0
2024-12-31,VIST,755610000.0,2911316000.0,1544227000.0,4763602836.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/VIST.png,True,680053000.0,-100324000.0,"Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",NYSE,5552219836.0,12.248308245840862,24.192633774838207,1179.0,583.0,1762.0,414.0
2024-12-28,SNA,1360500000.0,632000000.0,1292800000.0,17098634090.0,Manufacturing - Tools & Accessories,Industrials,https://images.financialmodelingprep.com/symbol/SNA.png,True,1392900000.0,3141499999.0,Snap-On Incorporated Common Stock,NYSE,17030934090.0,8.178647117293847,36.912680545094126,837.0,925.0,1762.0,414.0
2024-12-31,GOOG,23466000000.0,184624000000.0,25461000000.0,1925254911772.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/GOOG.png,True,133497000000.0,70398000000.0,Alphabet Inc. - Class C Capital Stock,NASDAQ,1927249911772.0,6.926813133292967,52.34724847268078,615.0,1148.0,1763.0,416.0
2024-12-31,CMI,1671000000.0,6888000000.0,7598000000.0,45540425450.0,Industrial - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/CMI.png,True,4157000000.0,3965000000.0,Cummins Inc. Common Stock,NYSE,51467425450.0,8.076953458724056,38.302773426702295,816.0,948.0,1764.0,417.0
2025-02-02,LULU,1984336000.0,3196873000.0,1575791000.0,34993647000.0,Apparel - Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/LULU.png,True,2505697000.0,2140672000.0,lululemon athletica inc. - Common Stock,NASDAQ,34585102000.0,7.245018389710113,46.94474707004812,677.0,1090.0,1767.0,418.0
2024-12-31,YALA,488379894.0,15333307.0,1025976.0,1178369280.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/YALA.png,True,118089216.0,590040888.0,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share",NYSE,691015362.0,17.089231657341937,19.50681363284737,1353.0,416.0,1769.0,419.0
2024-12-31,ALRM,1220701000.0,116630000.0,1056711000.0,2981540484.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/ALRM.png,True,153503000.0,1292786.0,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,2817550484.0,5.448101138620095,130.17246726175551,290.0,1480.0,1770.0,420.0
2025-02-01,ASO,288929000.0,1698211000.0,1786554000.0,3086168974.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/ASO.png,True,575100000.0,749268000.0,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,4583793974.0,12.546375410021865,23.49764798799091,1204.0,569.0,1773.0,421.0
2024-12-28,AVY,329100000.0,1586700000.0,3152200000.0,14332714504.0,Business Equipment & Supplies,Industrials,https://images.financialmodelingprep.com/symbol/AVY.png,True,1095900000.0,77600000.0,Avery Dennison Corporation Common Stock,NYSE,17155814504.0,6.387921714497923,65.84750345490596,506.0,1270.0,1776.0,422.0
2025-02-01,ULTA,703201000.0,2849165000.0,1923234000.0,18684731610.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/ULTA.png,True,1576113000.0,1249330000.0,"Ulta Beauty, Inc. - Common Stock",NASDAQ,19904764610.0,7.918269976466704,38.45589661570894,808.0,968.0,1776.0,422.0
2024-12-31,CAAS,56961000.0,103914000.0,168524000.0,127320354.0,Auto - Parts,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/CAAS.png,True,46191000.0,146156000.0,"China Automotive Systems, Inc. - Common Stock",NASDAQ,238883354.0,19.336215448482026,18.47122805614428,1396.0,381.0,1777.0,424.0
2024-12-31,MGRC,807000.0,1585098000.0,590208000.0,2799289262.0,Rental & Leasing Services,Industrials,https://images.financialmodelingprep.com/symbol/MGRC.png,True,388223000.0,-35008000.0,McGrath RentCorp - Common Stock,NASDAQ,3388690262.0,11.456432131122877,25.045190924397936,1155.0,626.0,1781.0,425.0
2024-09-30,VVV,68300000.0,1257300000.0,1373500000.0,4446377760.0,Oil & Gas Refining & Marketing,Energy,https://images.financialmodelingprep.com/symbol/VVV.png,True,451600000.0,-90900000.0,Valvoline Inc. Common Stock,NYSE,5751577760.0,7.85175857554606,38.71742112482853,802.0,980.0,1782.0,426.0
2024-12-31,SIEB,32629000.0,12635000.0,6901000.0,166583548.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/SIEB.png,True,17730000.0,63706000.0,Siebert Financial Corp. - Common Stock,NASDAQ,140855548.0,12.58736361595072,23.224741619837307,1216.0,566.0,1782.0,426.0
2024-12-31,MCBS,236338000.0,26126000.0,382940000.0,744517965.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/MCBS.png,True,89310000.0,296279000.0,"MetroCity Bankshares, Inc. - Common Stock",NASDAQ,891119965.0,10.022219623370239,27.70118329430375,1062.0,721.0,1783.0,428.0
2024-12-31,HURN,21911000.0,40854000.0,398608000.0,2642393600.0,Consulting Services,Industrials,https://images.financialmodelingprep.com/symbol/HURN.png,True,188411000.0,228481000.0,Huron Consulting Group Inc. - Common Stock,NASDAQ,3019090600.0,6.240654056555971,69.95414632335196,477.0,1307.0,1784.0,429.0
2024-12-31,VAL,368200000.0,1932900000.0,1167600000.0,2830678270.0,Oil & Gas Equipment & Services,Energy,https://images.financialmodelingprep.com/symbol/VAL.png,True,508800000.0,463200000.0,Valaris Limited Common Shares,NYSE,3630078270.0,14.01622670797123,21.234506072367598,1277.0,508.0,1785.0,430.0
2024-12-31,CL,1096000000.0,4422000000.0,8512000000.0,72240838800.0,Household & Personal Products,Consumer Defensive,https://images.financialmodelingprep.com/symbol/CL.png,True,4310000000.0,-1047000000.0,Colgate-Palmolive Company Common Stock,NYSE,79656838800.0,5.410709318783562,127.7037037037037,295.0,1490.0,1785.0,430.0
2024-12-31,MAT,1387908000.0,842443000.0,2687280000.0,6135100000.0,Leisure,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/MAT.png,True,715062000.0,1639700000.0,"Mattel, Inc. - Common Stock",NASDAQ,7434472000.0,9.618194809261505,28.808251579381206,1033.0,757.0,1790.0,432.0
2024-12-31,SUZ,9018818000.0,70166731000.0,108408446000.0,11432869375.0,"Paper, Lumber & Forest Products",Basic Materials,https://images.financialmodelingprep.com/symbol/SUZ.png,True,17536277001.0,17705022000.0,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),NYSE,110822497375.0,15.823751870219033,19.956671401559497,1336.0,454.0,1790.0,432.0
2024-12-31,RMAX,96619000.0,25356000.0,472068000.0,315945569.0,Real Estate - Services,Real Estate,https://images.financialmodelingprep.com/symbol/RMAX.png,True,47698000.0,69518000.0,"RE/MAX Holdings, Inc. Class A Common Stock",NYSE,691394569.0,6.898810337632259,50.27510171385205,638.0,1153.0,1791.0,434.0
2024-12-31,GCT,259759000.0,481428000.0,484278000.0,551748619.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/GCT.png,True,140870000.0,283213000.0,GigaCloud Technology Inc - Class A Ordinary Shares,NASDAQ,776267619.0,18.14709213060709,18.423024661246256,1399.0,393.0,1792.0,435.0
2024-12-31,WHLRD,42964000.0,10080000.0,503858000.0,3710965.0,REIT - Retail,Real Estate,https://images.financialmodelingprep.com/symbol/WHLRD.png,True,31156000.0,47156000.0,"Wheeler Real Estate Investment Trust, Inc. - Series D Cumulative Preferred Stock",NASDAQ,464604965.0,6.70591197836209,54.43427213641764,598.0,1195.0,1793.0,436.0
2024-12-31,ATMU,184300000.0,186200000.0,631600000.0,3153628739.0,Industrial - Pollution & Treatment Controls,Industrials,https://images.financialmodelingprep.com/symbol/ATMU.png,True,266300000.0,431600000.0,Atmus Filtration Technologies Inc. Common Stock,NYSE,3600928739.0,7.395314356427757,43.10456458400777,734.0,1059.0,1793.0,436.0
2024-12-31,WHLR,42964000.0,10080000.0,503858000.0,3922502.0,REIT - Retail,Real Estate,https://images.financialmodelingprep.com/symbol/WHLR.png,True,31156000.0,47156000.0,"Wheeler Real Estate Investment Trust, Inc. - Common Stock",NASDAQ,464816502.0,6.702860132104346,54.43427213641764,598.0,1197.0,1795.0,438.0
2024-12-31,FPH,430875000.0,29487000.0,525737000.0,387016644.0,Real Estate - Development,Real Estate,https://images.financialmodelingprep.com/symbol/FPH.png,True,83783000.0,420414000.0,"Five Point Holdings, LLC Class A Common Shares",NYSE,481878644.0,17.38674270860611,18.622541403553225,1389.0,408.0,1797.0,439.0
2024-12-31,AMX,36652098000.0,896733624000.0,781585154000.0,51754746000.0,Telecommunications Services,Communication Services,https://images.financialmodelingprep.com/symbol/AMX.png,True,138024371000.0,-156352000000.0,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",NYSE,796687802000.0,17.32477523234377,18.642328027309333,1388.0,409.0,1797.0,439.0
2024-12-31,PRDO,109130000.0,160982000.0,131537000.0,2036868204.0,Education & Training Services,Consumer Defensive,https://images.financialmodelingprep.com/symbol/PRDO.png,True,197408000.0,532044000.0,Perdoceo Education Corporation - Common Stock,NASDAQ,2059275204.0,9.58628548610446,28.484934187173355,1040.0,760.0,1800.0,441.0
2024-12-31,NNI,194518000.0,95185000.0,8309797000.0,4148763672.0,Financial - Credit Services,Financial Services,https://images.financialmodelingprep.com/symbol/NNI.png,True,788325001.0,1178357000.0,"Nelnet, Inc. Common Stock",NYSE,12264042672.0,6.427937525036686,61.90019653847302,539.0,1262.0,1801.0,442.0
2024-12-31,GSK,3693000000.0,10073000000.0,16986000000.0,75949668694.0,Drug Manufacturers - General,Healthcare,https://images.financialmodelingprep.com/symbol/GSK.png,True,5412000000.0,-2746000000.0,GSK plc American Depositary Shares (Each representing two Ordinary Shares),NYSE,89242668694.0,6.0643636941841725,73.86379145625767,458.0,1345.0,1803.0,443.0
2024-06-30,SLQT,42690000.0,42410000.0,713924000.0,404538400.0,Insurance - Brokers,Financial Services,https://images.financialmodelingprep.com/symbol/SLQT.png,True,84284000.0,177972000.0,"SelectQuote, Inc. Common Stock",NYSE,1075772400.0,7.834742739263436,38.244502727082974,817.0,986.0,1803.0,443.0
2024-12-31,ELV,8288000000.0,4652000000.0,31232000000.0,94144855150.0,Medical - Healthcare Plans,Healthcare,https://images.financialmodelingprep.com/symbol/ELV.png,True,9026000000.0,18423000000.0,"Elevance Health, Inc. Common Stock",NYSE,117088855150.0,7.7086755937932665,39.11592632719393,796.0,1007.0,1803.0,443.0
2024-12-31,BIPC,674000000.0,12572000000.0,12280000000.0,4647652900.0,Regulated Gas,Utilities,https://images.financialmodelingprep.com/symbol/BIPC.png,True,2077346294.0,-3307000000.0,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,NYSE,16253652900.0,12.780796457145952,22.421438683216405,1242.0,561.0,1803.0,443.0
2024-12-31,MAN,509400000.0,479700000.0,1231800000.0,2044756432.0,Staffing & Employment Services,Industrials,https://images.financialmodelingprep.com/symbol/MAN.png,True,273000000.0,511000000.0,ManpowerGroup Common Stock,NYSE,2767156432.0,9.865723413500174,27.556273342081354,1068.0,737.0,1805.0,447.0
2024-12-31,EEFT,1922600000.0,461800000.0,2084100000.0,4814022268.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/EEFT.png,True,529000000.0,1565300000.0,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,4975522268.0,10.632049692597215,26.096393863154262,1121.0,687.0,1808.0,448.0
2024-12-31,SNN,619000000.0,1422000000.0,3321000000.0,12442898160.0,Medical - Devices,Healthcare,https://images.financialmodelingprep.com/symbol/SNN.png,True,1339000000.0,2890000000.0,"Smith & Nephew SNATS, Inc. Common Stock",NYSE,15144898160.0,8.84126116830884,31.05287569573284,974.0,838.0,1812.0,449.0
2024-11-29,ADBE,7613000000.0,2217000000.0,6056000000.0,168749628000.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/ADBE.png,True,8263000000.0,1692000000.0,Adobe Inc. - Common Stock,NASDAQ,167192628000.0,4.942203552180542,211.38398567408544,194.0,1618.0,1812.0,449.0
2024-12-31,ITW,948000000.0,2302000000.0,8078000000.0,73340830000.0,Industrial - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/ITW.png,True,4507000000.0,2257000000.0,Illinois Tool Works Inc. Common Stock,NYSE,80470830000.0,5.600787266640595,98.8593989910068,365.0,1449.0,1814.0,451.0
2024-12-31,TNET,360000000.0,34000000.0,1022000000.0,4088280424.0,Staffing & Employment Services,Industrials,https://images.financialmodelingprep.com/symbol/TNET.png,True,260000000.0,211000000.0,"TriNet Group, Inc. Common Stock",NYSE,4750280424.0,5.473361081724636,106.12244897959184,344.0,1476.0,1820.0,452.0
2024-06-30,CACI,133961000.0,501080000.0,1918906000.0,10462669679.0,Information Technology Services,Technology,https://images.financialmodelingprep.com/symbol/CACI.png,True,755258000.0,622344000.0,"CACI International, Inc. Class A Common Stock",NYSE,12247614679.0,6.166572184010493,67.22822371606803,496.0,1325.0,1821.0,453.0
2024-08-31,AYI,845800000.0,369500000.0,573500000.0,8387280811.0,Electrical Equipment & Parts,Industrials,https://images.financialmodelingprep.com/symbol/AYI.png,True,552800000.0,757700000.0,Acuity Inc. Common Stock,NYSE,8114980811.0,6.812092509826638,49.04187366926899,650.0,1171.0,1821.0,453.0
2024-12-31,EFXT,92000000.0,867000000.0,777000000.0,890105310.0,Oil & Gas Equipment & Services,Energy,https://images.financialmodelingprep.com/symbol/EFXT.png,True,210977439.0,130000000.0,Enerflex Ltd Common Shares,NYSE,1575105310.0,13.39449734951373,21.161227582748246,1281.0,540.0,1821.0,453.0
2024-03-31,GV,620910.0,83623105.0,63206392.0,7880269.0,Education & Training Services,Consumer Defensive,https://images.financialmodelingprep.com/symbol/GV.png,True,5515050.0,-68738315.0,Visionary Holdings Inc. - Common Shares,NASDAQ,70465751.0,7.826568115338755,37.051580841919844,835.0,987.0,1822.0,456.0
2024-12-31,HSII,515627000.0,135203000.0,100805000.0,892055808.0,Staffing & Employment Services,Industrials,https://images.financialmodelingprep.com/symbol/HSII.png,True,73899000.0,245610000.0,"Heidrick & Struggles International, Inc. - Common Stock",NASDAQ,477233808.0,15.484862715342246,19.405587519333636,1359.0,463.0,1822.0,456.0
2024-06-30,PG,9482000000.0,23027000000.0,33369000000.0,377236486000.0,Household & Personal Products,Consumer Defensive,https://images.financialmodelingprep.com/symbol/PG.png,True,20504000000.0,-9813000000.0,Procter & Gamble Company (The) Common Stock,NYSE,401123486000.0,5.111642852046813,155.1687604056304,260.0,1564.0,1824.0,458.0
2024-11-30,CNXC,240571000.0,714517000.0,4735578000.0,3555755610.0,Information Technology Services,Technology,https://images.financialmodelingprep.com/symbol/CNXC.png,True,651208000.0,1168414000.0,Concentrix Corporation - Common Stock,NASDAQ,8050762610.0,8.088774089439957,34.58480422277821,880.0,944.0,1824.0,458.0
2024-12-31,ALKS,291146000.0,311809000.0,75538000.0,5156454270.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/ALKS.png,True,427230000.0,1035320000.0,Alkermes plc - Ordinary Shares,NASDAQ,4940846270.0,8.646899268938396,31.714112011544554,961.0,866.0,1827.0,460.0
2024-12-31,SCCO,3258100000.0,10622800000.0,6997700000.0,74183313680.0,Copper,Basic Materials,https://images.financialmodelingprep.com/symbol/SCCO.png,True,6015400000.0,5275600000.0,Southern Copper Corporation Common Stock,NYSE,77922913680.0,7.71968053543657,37.83651185024908,825.0,1003.0,1828.0,461.0
2025-02-01,SIG,604000000.0,1608900000.0,1179900000.0,2994984756.0,Luxury Goods,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/SIG.png,True,503000000.0,880700000.0,Signet Jewelers Limited Common Shares,NYSE,3570884756.0,14.086144873615181,20.20404884318766,1323.0,505.0,1828.0,461.0
2024-06-30,PDEX,2631000.0,12652000.0,13547000.0,131322081.0,Medical - Instruments & Supplies,Healthcare,https://images.financialmodelingprep.com/symbol/PDEX.png,True,12920000.0,31626000.0,"Pro-Dex, Inc. - Common Stock",NASDAQ,142238081.0,9.083362141253861,29.179276390080854,1021.0,808.0,1829.0,463.0
2024-12-31,EC,12148811000000.0,156100763000000.0,115779712000000.0,17042872150.0,Oil & Gas Integrated,Energy,https://images.financialmodelingprep.com/symbol/EC.png,True,28768391000000.0,21024334000000.0,Ecopetrol S.A. American Depositary Shares,NYSE,103647943872150.0,27.755872355254713,16.241849115261175,1528.0,301.0,1829.0,463.0
2024-12-31,SSNC,570800000.0,490200000.0,7184700000.0,19700893940.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/SSNC.png,True,1382500000.0,603900000.0,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,26314793940.0,5.253698748894706,126.35956493921945,298.0,1532.0,1830.0,465.0
2024-12-28,KTB,334066000.0,150471000.0,791160000.0,4037091324.0,Apparel - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/KTB.png,True,335926000.0,696638000.0,"Kontoor Brands, Inc. Common Stock ",NYSE,4494185324.0,7.4746806324624995,39.65558151312287,784.0,1049.0,1833.0,466.0
2025-01-03,EXEL,217374000.0,359109000.0,190823000.0,10191096320.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/EXEL.png,True,689949000.0,1063810000.0,"Exelixis, Inc. - Common Stock",NASDAQ,10164545320.0,6.78779992886096,48.48828359168723,657.0,1177.0,1834.0,467.0
2023-12-31,ORMP,9055000.0,1567000.0,51622000.0,91505120.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/ORMP.png,True,24643000.0,137501000.0,Oramed Pharmaceuticals Inc. - Common Stock,NASDAQ,134072120.0,18.380406008348345,17.720108148531654,1446.0,389.0,1835.0,468.0
2024-12-31,CPAC,72723000.0,2040162000.0,1502611000.0,481472671.0,Construction Materials,Basic Materials,https://images.financialmodelingprep.com/symbol/CPAC.png,True,395907000.0,248160000.0,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),NYSE,1911360671.0,20.713359127184845,17.301192751719384,1473.0,363.0,1836.0,469.0
2024-12-31,UVE,262076000.0,48653000.0,101243000.0,725288919.0,Insurance - Property & Casualty,Financial Services,https://images.financialmodelingprep.com/symbol/UVE.png,True,113054000.0,597346000.0,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,NYSE,564455919.0,20.028844803379588,17.50064628583016,1465.0,371.0,1836.0,469.0
2024-12-31,BIDU,24832000000.0,41000000000.0,79324000000.0,32641622359.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/BIDU.png,True,21270000000.0,87896000000.0,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NASDAQ,87133622359.0,24.410783603561537,16.50167576961271,1516.0,321.0,1837.0,471.0
2024-12-31,BYD,316688000.0,3414894000.0,3931196000.0,6087323818.0,"Gambling, Resorts & Casinos",Consumer Cyclical,https://images.financialmodelingprep.com/symbol/BYD.png,True,910219000.0,-127948000.0,Boyd Gaming Corporation Common Stock,NYSE,9701831818.0,9.381929279698012,27.691936527098406,1063.0,775.0,1838.0,472.0
2025-02-02,WSM,1212977000.0,2211739000.0,1347315000.0,21366972000.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/WSM.png,True,1464528000.0,842635000.0,"Williams-Sonoma, Inc. Common Stock (DE)",NYSE,21501310000.0,6.811343122814377,47.94854854055201,667.0,1172.0,1839.0,473.0
2024-12-31,OII,497516000.0,754819000.0,851749000.0,1997816700.0,Oil & Gas Equipment & Services,Energy,https://images.financialmodelingprep.com/symbol/OII.png,True,295448000.0,629182000.0,"Oceaneering International, Inc. Common Stock",NYSE,2352049700.0,12.561299193635236,21.347383419520654,1274.0,568.0,1842.0,474.0
2024-12-31,CSL,753500000.0,711800000.0,1991100000.0,17345558672.0,Construction,Industrials,https://images.financialmodelingprep.com/symbol/CSL.png,True,1121600000.0,938500000.0,Carlisle Companies Incorporated Common Stock,NYSE,18583158672.0,6.035572422302782,67.96340059383142,492.0,1352.0,1844.0,475.0
2024-12-29,HAS,695000000.0,302600000.0,3410600000.0,9186857240.0,Leisure,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/HAS.png,True,726900000.0,811400000.0,"Hasbro, Inc. - Common Stock",NASDAQ,11902457240.0,6.107142292913627,65.25134649910234,510.0,1336.0,1846.0,476.0
2024-12-31,MHO,821570000.0,88408000.0,1036546000.0,3042104004.0,Residential Construction,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/MHO.png,True,679834000.0,3912070000.0,"M/I Homes, Inc. Common Stock",NYSE,3257080004.0,20.872499268212632,16.993819238600988,1486.0,360.0,1846.0,476.0
2024-12-31,E,8183000000.0,65686000000.0,34965000000.0,45155265746.0,Oil & Gas Integrated,Energy,https://images.financialmodelingprep.com/symbol/E.png,True,13151000000.0,9138000000.0,ENI S.p.A. Common Stock,NYSE,71937265746.0,18.281206358932607,17.57591147225489,1455.0,391.0,1846.0,476.0
2024-12-31,QSR,1334000000.0,4088000000.0,15956000000.0,22538561970.0,Restaurants,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/QSR.png,True,2341858113.0,-97000000.0,Restaurant Brands International Inc. Common Shares,NYSE,37160561970.0,6.301998648165223,58.67847940365824,560.0,1290.0,1850.0,479.0
2024-09-30,SBH,107961000.0,852445000.0,1598066000.0,1017500920.0,Specialty Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/SBH.png,True,323729000.0,705822000.0,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE,2507605920.0,12.909883383909063,20.774937799491358,1296.0,556.0,1852.0,480.0
2024-12-31,ALLE,503800000.0,385300000.0,1999500000.0,12373889340.0,Security & Protection Services,Industrials,https://images.financialmodelingprep.com/symbol/ALLE.png,True,824900000.0,789300000.0,Allegion plc Ordinary Shares,NYSE,13869589340.0,5.947544514681356,70.22816277881833,475.0,1378.0,1853.0,481.0
