date,symbol,cashAndCashEquivalents,propertyPlantEquipmentNet,totalDebt,price,mktCap,industry,sector,image,isActivelyTrading,ebit,workingCapital,Security Name,Exchange,enterpriseValue,earningsYield,returnOnCapital,rocRank,yieldRank,rankSum,overallRank
2024-09-28,CENTA,753550000.0,584303000.0,1420447000.0,32.1,2086760106.0,Packaged Foods,Consumer Defensive,https://images.financialmodelingprep.com/symbol/CENTA.png,True,220492000.0,1377602000.0,Central Garden & Pet Company - Class A Common Stock Nonvoting,NASDAQ,2753657106.0,8.0072424238866,11.238668538996537,1810.0,953.0,2763.0,1246.0
2024-12-31,GVA,578330000.0,805975000.0,832851000.0,85.62,3744830436.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/GVA.png,True,243486000.0,545643000.0,Granite Construction Incorporated Common Stock,NYSE,3999351436.0,6.088137136643472,18.014409396737836,1428.0,1336.0,2764.0,1247.0
2024-06-30,NWSA,1960000000.0,2872000000.0,4053000000.0,28.22,16870709885.0,Entertainment,Communication Services,https://images.financialmodelingprep.com/symbol/NWSA.png,True,837000000.0,-170000000.0,News Corporation - Class A Common Stock,NASDAQ,18963709885.0,4.413693338886469,30.97705403404885,976.0,1790.0,2766.0,1248.0
2024-04-30,SWBI,60839000.0,253983000.0,78369000.0,9.7,426826190.0,Aerospace & Defense,Industrials,https://images.financialmodelingprep.com/symbol/SWBI.png,True,42034000.0,234722000.0,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ,444356190.0,9.459528402203647,8.60109882239797,2000.0,767.0,2767.0,1249.0
2024-03-30,CVCO,352687000.0,263226000.0,35148000.0,527.98,4230782937.0,Residential Construction,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/CVCO.png,True,200336000.0,592765000.0,"Cavco Industries, Inc. - Common Stock",NASDAQ,3913243937.0,5.1194355175717225,23.403984387686318,1206.0,1565.0,2771.0,1250.0
2024-12-31,NBIX,233000000.0,592000000.0,455100000.0,116.87,11566133046.0,Drug Manufacturers - Specialty & Generic,Healthcare,https://images.financialmodelingprep.com/symbol/NBIX.png,True,518900000.0,1115000000.0,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ,11788233046.0,4.401847146855261,30.398359695371997,983.0,1793.0,2776.0,1251.0
2024-12-31,AEM,926431000.0,21466499000.0,1282182000.0,107.0,54092719010.0,Gold,Basic Materials,https://images.financialmodelingprep.com/symbol/AEM.png,True,3597951449.0,1695218000.0,Agnico Eagle Mines Limited Common Stock,NYSE,54448470010.0,6.607993665091418,15.534044600406782,1564.0,1217.0,2781.0,1252.0
2024-12-31,CTRA,2038000000.0,18141000000.0,3802000000.0,24.76,18898342360.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/CTRA.png,True,1717000000.0,-1422000000.0,Coterra Energy Inc. Common Stock,NYSE,20662342360.0,8.309803264725307,10.26975297565644,1881.0,902.0,2783.0,1253.0
2024-12-31,EPR,22062000.0,173364000.0,3072858000.0,52.36,3982946660.0,REIT - Specialty,Real Estate,https://images.financialmodelingprep.com/symbol/EPR.png,True,278390000.0,608490000.0,EPR Properties Common Stock,NYSE,7033742660.0,3.9579213152503936,35.60639198622761,860.0,1923.0,2783.0,1253.0
2025-02-01,TJX,5335000000.0,16987000000.0,12778000000.0,130.82,146059221800.0,Apparel - Retail,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/TJX.png,True,6361000000.0,1983000000.0,"TJX Companies, Inc. (The) Common Stock",NYSE,153502221800.0,4.1439139612505596,33.53189246178176,914.0,1870.0,2784.0,1255.0
2024-12-31,ZWS,198000000.0,164000000.0,551600000.0,37.46,6302719920.0,Industrial - Pollution & Treatment Controls,Industrials,https://images.financialmodelingprep.com/symbol/ZWS.png,True,250100000.0,474300000.0,Zurn Elkay Water Solutions Corporation Common Stock,NYSE,6656319920.0,3.7573314234571824,39.18220272599091,794.0,1990.0,2784.0,1255.0
2024-12-31,HII,831000000.0,3689000000.0,3408000000.0,225.73,8857442043.0,Aerospace & Defense,Industrials,https://images.financialmodelingprep.com/symbol/HII.png,True,692000000.0,186000000.0,"Huntington Ingalls Industries, Inc. Common Stock",NYSE,11434442043.0,6.051891271980624,17.858064516129033,1439.0,1346.0,2785.0,1257.0
2024-12-31,EXLS,153355000.0,170621000.0,364826000.0,46.86,7623840840.0,Information Technology Services,Technology,https://images.financialmodelingprep.com/symbol/EXLS.png,True,294950000.0,587652000.0,"ExlService Holdings, Inc. - Common Stock",NASDAQ,7835311840.0,3.764368362395644,38.897600204675626,798.0,1988.0,2786.0,1258.0
2024-12-31,HLX,368030000.0,1767502000.0,661123000.0,6.73,1019796900.0,Oil & Gas Equipment & Services,Energy,https://images.financialmodelingprep.com/symbol/HLX.png,True,146936000.0,412812000.0,"Helix Energy Solutions Group, Inc. Common Stock",NYSE,1312889900.0,11.191799099071446,6.7392127922858815,2146.0,641.0,2787.0,1259.0
2024-12-31,CBU,197004000.0,183759000.0,737312000.0,57.78,3052898748.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/CBU.png,True,179722999.0,563303000.0,"Community Financial System, Inc. Common Stock",NYSE,3593206748.0,5.001743890747029,24.057307024048875,1190.0,1597.0,2787.0,1259.0
2024-12-31,KW,217500000.0,15400000.0,4784900000.0,6.42,887841060.0,Real Estate - Services,Real Estate,https://images.financialmodelingprep.com/symbol/KW.png,True,47400000.0,9500000.0,Kennedy-Wilson Holdings Inc. Common Stock,NYSE,5455241060.0,0.8688891925886773,190.36144578313252,213.0,2576.0,2789.0,1261.0
2024-06-30,KMT,127971000.0,986205000.0,645754000.0,22.16,1689336576.0,Manufacturing - Tools & Accessories,Industrials,https://images.financialmodelingprep.com/symbol/KMT.png,True,175164000.0,597734000.0,Kennametal Inc. Common Stock,NYSE,2207119576.0,7.936316722696677,11.058759207267451,1823.0,967.0,2790.0,1262.0
2024-12-31,BMRN,942842000.0,1043041000.0,602712000.0,59.78,11464369280.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/BMRN.png,True,680561000.0,2839692000.0,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,11124239280.0,6.117820579637874,17.527885641376834,1460.0,1330.0,2790.0,1262.0
2024-12-31,CLS,423300000.0,661600000.0,796700000.0,109.87,12634171040.0,"Hardware, Equipment & Parts",Technology,https://images.financialmodelingprep.com/symbol/CLS.png,True,579283720.0,1322300000.0,"Celestica, Inc. Common Stock",NYSE,13007571040.0,4.453434989658146,29.199239881042395,1019.0,1780.0,2799.0,1264.0
2024-12-31,CDNA,114689000.0,57892000.0,28366000.0,16.13,898126465.0,Medical - Diagnostics & Research,Healthcare,https://images.financialmodelingprep.com/symbol/CDNA.png,True,51795000.0,264955000.0,"CareDx, Inc. - Common Stock",NASDAQ,811803465.0,6.380238842661259,16.04320312717789,1535.0,1266.0,2801.0,1265.0
2024-12-31,TPL,369835000.0,123741000.0,453000.0,1378.64,31691211272.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/TPL.png,True,539138000.0,442969000.0,Texas Pacific Land Corporation Common Stock,NYSE,31321829272.0,1.721285162875081,95.13472499161828,375.0,2427.0,2802.0,1266.0
2024-10-31,AVO,58000000.0,591200000.0,217300000.0,10.58,751939644.0,Food Distribution,Consumer Defensive,https://images.financialmodelingprep.com/symbol/AVO.png,True,74200000.0,127500000.0,"Mission Produce, Inc. - Common Stock",NASDAQ,911239644.0,8.142753718910852,10.324196465841103,1877.0,929.0,2806.0,1267.0
2024-12-31,ATCOL,1366300000.0,12851600000.0,10981300000.0,25.0578,5120117331.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/ATCOL.png,True,1242200000.0,143000000.0,Atlas Corp. - 7.125% Notes due 2027,NASDAQ,14735117331.0,8.430200941709758,9.559355424560971,1922.0,884.0,2806.0,1267.0
2024-09-30,MWA,309900000.0,318800000.0,477500000.0,25.95,4065794100.0,Industrial - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/MWA.png,True,216600000.0,655400000.0,MUELLER WATER PRODUCTS Common Stock,NYSE,4233394100.0,5.116461989683408,22.233627591870253,1243.0,1567.0,2810.0,1269.0
2024-12-31,TEF,8062000000.0,29347000000.0,45021000000.0,4.87,27482799163.0,Telecommunications Services,Communication Services,https://images.financialmodelingprep.com/symbol/TEF.png,True,4119000000.0,-3365000000.0,Telefonica SA Common Stock,NYSE,64441799163.0,6.391814091939524,15.853283042106073,1548.0,1263.0,2811.0,1270.0
2024-12-31,ODFL,108676000.0,4505431000.0,59987000.0,171.34,36208425500.0,Trucking,Industrials,https://images.financialmodelingprep.com/symbol/ODFL.png,True,1505686000.0,177031000.0,"Old Dominion Freight Line, Inc. - Common Stock",NASDAQ,36159736500.0,4.1639849892158365,32.15586159588695,947.0,1866.0,2813.0,1271.0
2024-12-31,LIN,4850000000.0,25764000000.0,22609000000.0,450.67,212141185080.0,Chemicals - Specialty,Basic Materials,https://images.financialmodelingprep.com/symbol/LIN.png,True,8850000000.0,-888000000.0,Linde plc - Ordinary Shares,NASDAQ,229900185080.0,3.849496683493492,35.576459237819584,861.0,1953.0,2814.0,1272.0
2024-06-30,PCTY,401811000.0,94432000.0,54448000.0,199.23,11003492823.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/PCTY.png,True,303711000.0,471122000.0,Paylocity Holding Corporation - Common Stock,NASDAQ,10656129823.0,2.8501060426692213,53.70150330472422,606.0,2208.0,2814.0,1272.0
2024-09-30,BIRK,355843000.0,490177000.0,1350070000.0,54.08,10157803677.0,Apparel - Footwear & Accessories,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/BIRK.png,True,435498920.0,753222000.0,Birkenstock Holding plc Ordinary Shares,NYSE,11152030677.0,3.90510869825865,35.02487294906945,870.0,1944.0,2814.0,1272.0
2025-01-25,DY,92670000.0,654072000.0,1055963000.0,193.99,5582857609.0,Engineering & Construction,Industrials,https://images.financialmodelingprep.com/symbol/DY.png,True,354080000.0,1107477000.0,"Dycom Industries, Inc. Common Stock",NYSE,6546150609.0,5.40898034813302,20.10049110186546,1329.0,1486.0,2815.0,1275.0
2024-12-31,CR,306700000.0,261300000.0,319300000.0,175.89,10113884309.0,Industrial - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/CR.png,True,374200000.0,714000000.0,Crane Company Common Stock,NYSE,10126484309.0,3.6952607497493135,38.36768173895212,812.0,2003.0,2815.0,1275.0
2024-08-31,CHSCN,794865000.0,5396199000.0,2468291000.0,25.38,333754716.0,Agricultural Farm Products,Consumer Defensive,https://images.financialmodelingprep.com/symbol/CHSCN.png,True,337312000.0,2913928000.0,CHS Inc - Preferred Class B Series 2 Reset Rate,NASDAQ,2007180716.0,16.805263089225495,4.0590474730410255,2396.0,420.0,2816.0,1277.0
2024-12-31,SYK,3652000000.0,3448000000.0,13597000000.0,387.53,148100402450.0,Medical - Devices,Healthcare,https://images.financialmodelingprep.com/symbol/SYK.png,True,4531000000.0,5093000000.0,Stryker Corporation Common Stock,NYSE,158045402450.0,2.866897695068004,53.04999414588456,612.0,2206.0,2818.0,1278.0
2024-12-31,BWXT,74109000.0,1321661000.0,1055470000.0,107.19,9792953433.0,Aerospace & Defense,Industrials,https://images.financialmodelingprep.com/symbol/BWXT.png,True,361620000.0,-483945000.0,"BWX Technologies, Inc. Common Stock",NYSE,10774314433.0,3.3563156361245206,43.16737414589193,732.0,2089.0,2821.0,1279.0
2024-12-31,MCD,1085000000.0,38634000000.0,51948000000.0,308.69,220735575680.0,Restaurants,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/MCD.png,True,11718000000.0,738000000.0,McDonald's Corporation Common Stock,NYSE,271598575680.0,4.314455615483881,29.76226760134105,1006.0,1815.0,2821.0,1279.0
2024-12-31,TAC,337000000.0,6170000000.0,4559000000.0,9.15,2725785000.0,Independent Power Producers,Utilities,https://images.financialmodelingprep.com/symbol/TAC.png,True,557000000.0,-796000000.0,TransAlta Corporation Ordinary Shares,NYSE,6947785000.0,8.016943529484577,10.364719017491627,1871.0,951.0,2822.0,1281.0
2024-05-26,LW,71400000.0,3715800000.0,3852700000.0,51.21,7226550360.0,Packaged Foods,Consumer Defensive,https://images.financialmodelingprep.com/symbol/LW.png,True,693000000.0,574100000.0,"Lamb Weston Holdings, Inc. Common Stock ",NYSE,11007850360.0,6.295507091177428,16.15422270915406,1531.0,1292.0,2823.0,1282.0
2024-12-31,O,444962000.0,1272703000.0,26757140000.0,55.06,49723584800.0,REIT - Retail,Real Estate,https://images.financialmodelingprep.com/symbol/O.png,True,1706182000.0,1271417000.0,Realty Income Corporation Common Stock,NYSE,76035762800.0,2.2439204095155074,67.06373913180195,496.0,2332.0,2828.0,1283.0
2024-12-31,TW,1340302000.0,79523000.0,35748000.0,141.41,33435422023.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/TW.png,True,783556000.0,1173610000.0,Tradeweb Markets Inc. - Class A Common Stock,NASDAQ,32130868023.0,2.438639377682274,62.5277604212801,529.0,2299.0,2828.0,1283.0
2024-12-31,ARW,188807000.0,469260000.0,3123761000.0,121.22,6288166280.0,Technology Distributors,Technology,https://images.financialmodelingprep.com/symbol/ARW.png,True,691183000.0,5429355000.0,"Arrow Electronics, Inc. Common Stock",NYSE,9223120280.0,7.494025655274225,11.7177167860591,1792.0,1038.0,2830.0,1285.0
2024-12-31,HIMX,218148000.0,121280000.0,541908000.0,8.41,721062526.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/HIMX.png,True,74329559.0,461409000.0,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ,1044822526.0,7.114084655559963,12.756300359196759,1727.0,1104.0,2831.0,1286.0
2024-12-31,CSX,933000000.0,36145000000.0,18989000000.0,30.54,57370917000.0,Railroads,Industrials,https://images.financialmodelingprep.com/symbol/CSX.png,True,5052000000.0,-401000000.0,CSX Corporation - Common Stock,NASDAQ,75426917000.0,6.697874181971404,14.133840644583707,1637.0,1195.0,2832.0,1287.0
2024-12-31,MCY,720257000.0,151584000.0,587708000.0,62.0,3434093200.0,Insurance - Property & Casualty,Financial Services,https://images.financialmodelingprep.com/symbol/MCY.png,True,277178000.0,2844990000.0,Mercury General Corporation Common Stock,NYSE,3301544200.0,8.39540479270276,9.249829972495256,1946.0,888.0,2834.0,1288.0
2024-12-31,NUE,3558000000.0,13243000000.0,6950000000.0,118.96,27449544160.0,Steel,Basic Materials,https://images.financialmodelingprep.com/symbol/NUE.png,True,2343855000.0,7701000000.0,Nucor Corporation Common Stock,NYSE,30841544160.0,7.599668122453697,11.191057104660047,1814.0,1020.0,2834.0,1288.0
2024-11-30,CCEL,560960.0,22700602.0,12933920.0,5.0476,40795511.0,Medical - Care Facilities,Healthcare,https://images.financialmodelingprep.com/symbol/CCEL.png,True,2785303.0,-9212814.0,"Cryo-Cell International, Inc. Common Stock",AMEX,53168471.0,5.238636634858279,20.65055441262867,1301.0,1534.0,2835.0,1290.0
2024-12-31,PKBK,221527000.0,5316000.0,188300000.0,20.17,238879361.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/PKBK.png,True,18952000.0,231186000.0,"Parke Bancorp, Inc. - Common Stock",NASDAQ,205652361.0,9.215551870080402,8.013462888263101,2043.0,792.0,2835.0,1290.0
2024-12-28,KAI,94660000.0,170331000.0,288527000.0,327.69,3858844671.0,Industrial - Machinery,Industrials,https://images.financialmodelingprep.com/symbol/KAI.png,True,165136000.0,343951000.0,Kadant Inc Common Stock,NYSE,4052711671.0,4.074703887317327,32.11000968340327,948.0,1888.0,2836.0,1292.0
2024-12-31,AMKR,1133553000.0,3685878000.0,1299883000.0,20.05,4953472800.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/AMKR.png,True,450138000.0,1537148000.0,"Amkor Technology, Inc. - Common Stock",NASDAQ,5119802800.0,8.792096445589662,8.618337339312498,1999.0,840.0,2839.0,1293.0
2024-12-31,ULS,298000000.0,817000000.0,935000000.0,71.14,14263494876.0,Specialty Business Services,Industrials,https://images.financialmodelingprep.com/symbol/ULS.png,True,465000000.0,194000000.0,UL Solutions Inc. Class A Common Stock,NYSE,14900494876.0,3.1207017207795453,45.99406528189911,688.0,2151.0,2839.0,1293.0
2024-12-31,UE,41373000.0,65491000.0,1685378000.0,18.76,2359051240.0,REIT - Diversified,Real Estate,https://images.financialmodelingprep.com/symbol/UE.png,True,126857000.0,214713000.0,Urban Edge Properties Common Shares of Beneficial Interest,NYSE,4003056240.0,3.169003691039824,45.27308675108135,703.0,2140.0,2843.0,1295.0
2024-12-31,XPER,130564000.0,74555000.0,85285000.0,8.34,381030414.0,Semiconductors,Technology,https://images.financialmodelingprep.com/symbol/XPER.png,True,26187000.0,173573000.0,Xperi Inc. Common Stock ,NYSE,335751414.0,7.799520391595433,10.553827057002838,1853.0,991.0,2844.0,1296.0
2024-09-30,FAMI,486522.0,7442134.0,15053000.0,1.91,2388455.0,Packaged Foods,Consumer Defensive,https://images.financialmodelingprep.com/symbol/FAMI.png,True,3830495.0,151865556.0,"Farmmi, INC. - Ordinary Shares",NASDAQ,16954933.0,22.592215492682868,2.404463337582762,2505.0,341.0,2846.0,1297.0
2024-12-31,LCII,165756000.0,657041000.0,995853000.0,90.99,2296378323.0,Auto - Recreational Vehicles,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/LCII.png,True,212401000.0,905821000.0,LCI Industries,NYSE,3126475323.0,6.793624706949271,13.59051534940385,1675.0,1174.0,2849.0,1298.0
2024-12-31,FTNT,2875900000.0,1349500000.0,994300000.0,105.05,80406950800.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/FTNT.png,True,1926400000.0,1910800000.0,"Fortinet, Inc. - Common Stock",NASDAQ,78525350800.0,2.4532204955141697,59.08658712388431,557.0,2293.0,2850.0,1299.0
2024-12-31,WHG,18847000.0,3510000.0,3197000.0,14.96,140320013.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/WHG.png,True,7645000.0,43278000.0,Westwood Holdings Group Inc Common Stock,NYSE,124670013.0,6.13218833946861,16.339659741814142,1525.0,1326.0,2851.0,1300.0
2024-12-31,SEZL,73185252.0,800424.0,104910830.0,90.54,3013741240.0,Financial - Credit Services,Financial Services,https://images.financialmodelingprep.com/symbol/SEZL.png,True,81078791.0,151941400.0,Sezzle Inc. - Common Stock,NASDAQ,3045466818.0,2.6622779312777265,53.08224615675664,611.0,2240.0,2851.0,1300.0
2024-03-31,HLI,721235000.0,480725000.0,415412000.0,178.49,12502772742.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/HLI.png,True,527029000.0,1369346000.0,"Houlihan Lokey, Inc. Class A Common Stock",NYSE,12196949742.0,4.320990174987638,28.486960770694747,1038.0,1814.0,2852.0,1302.0
2024-12-31,MYE,32222000.0,168125000.0,413871000.0,12.59,470643157.0,Packaging & Containers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/MYE.png,True,50579000.0,126560000.0,"Myers Industries, Inc. Common Stock",NYSE,852292157.0,5.934467375369735,17.163751124081646,1479.0,1374.0,2853.0,1303.0
2024-12-31,SHLS,23511000.0,28222000.0,141750000.0,6.03,1008065250.0,Solar,Energy,https://images.financialmodelingprep.com/symbol/SHLS.png,True,44536000.0,107463000.0,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,1126304250.0,3.9541713529004263,32.82308287577846,934.0,1924.0,2858.0,1304.0
2024-12-31,NBR,389652000.0,2830957000.0,2511985000.0,31.65,496794826.0,Oil & Gas Drilling,Energy,https://images.financialmodelingprep.com/symbol/NBR.png,True,248915000.0,531173000.0,Nabors Industries Ltd.,NYSE,2619127826.0,9.503736225816418,7.403491239184684,2094.0,764.0,2858.0,1304.0
2024-06-29,AVT,310941000.0,777140000.0,3127219000.0,52.37,4391606801.0,Technology Distributors,Technology,https://images.financialmodelingprep.com/symbol/AVT.png,True,598273000.0,5780973000.0,"Avnet, Inc. - Common Stock",NASDAQ,7207884801.0,8.300257516837636,9.122639393374284,1957.0,903.0,2860.0,1306.0
2024-03-31,RNWWW,27021000000.0,696596000000.0,655661000000.0,0.125,2699286835.0,Renewable Utilities,Utilities,https://images.financialmodelingprep.com/symbol/RNWWW.png,True,54002000000.0,-73754000000.0,ReNew Energy Global plc - Warrant,NASDAQ,631339286835.0,8.553562422943811,8.670256662203256,1995.0,868.0,2863.0,1307.0
2024-12-31,RCL,388000000.0,32508000000.0,20820000000.0,247.78,67287136800.0,Travel Services,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/RCL.png,True,4676000000.0,-8472000000.0,Royal Caribbean Cruises Ltd. Common Stock,NYSE,87719136800.0,5.330649810954364,19.45415210517557,1356.0,1508.0,2864.0,1308.0
2024-10-31,ABM,64600000.0,251900000.0,1452400000.0,51.95,3232921230.0,Specialty Business Services,Industrials,https://images.financialmodelingprep.com/symbol/ABM.png,True,219800000.0,660500000.0,ABM Industries Incorporated Common Stock,NYSE,4620721230.0,4.756833166496824,24.090311266988163,1184.0,1681.0,2865.0,1309.0
2024-12-31,BN,15051000000.0,153019000000.0,234792000000.0,59.37,97809106500.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/BN.png,True,19552669668.0,-29942000000.0,Brookfield Corporation Class A Limited Voting Shares,NYSE,317550106500.0,6.1573494285696295,15.886534176166139,1546.0,1320.0,2866.0,1310.0
2024-12-31,SKWD,121603000.0,12179000.0,119536000.0,59.75,2414071961.0,Insurance - Property & Casualty,Financial Services,https://images.financialmodelingprep.com/symbol/SKWD.png,True,192192000.0,1927966000.0,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,2412004961.0,7.968142815109243,9.906063722041395,1906.0,961.0,2867.0,1311.0
2024-12-31,NHC,76121000.0,763456000.0,214766000.0,105.39,1630488690.0,Medical - Care Facilities,Healthcare,https://images.financialmodelingprep.com/symbol/NHC.png,True,123451000.0,215979000.0,National HealthCare Corporation Common Stock,AMEX,1769133690.0,6.978048108958911,12.60430758549572,1736.0,1132.0,2868.0,1312.0
2024-12-31,BCPC,49515000.0,299204000.0,208044000.0,164.94,5379897462.0,Chemicals - Specialty,Basic Materials,https://images.financialmodelingprep.com/symbol/BCPC.png,True,191597000.0,200684000.0,Balchem Corporation - Common Stock,NASDAQ,5538426462.0,3.459412187100012,38.327985468745,813.0,2055.0,2868.0,1312.0
2024-12-31,MFIN,98238000.0,13756000.0,288587000.0,9.4,218423100.0,Financial - Credit Services,Financial Services,https://images.financialmodelingprep.com/symbol/MFIN.png,True,71751000.0,2377911000.0,Medallion Financial Corp. - Common Stock,NASDAQ,408772100.0,17.55281243509525,3.0000413937224537,2462.0,407.0,2869.0,1314.0
2024-12-31,SGC,18766000.0,57446000.0,101093000.0,10.49,167657474.0,Apparel - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/SGC.png,True,20652000.0,171304000.0,"Superior Group of Companies, Inc. - Common Stock",NASDAQ,249984474.0,8.261313060586314,9.028196721311476,1966.0,908.0,2874.0,1315.0
2024-12-31,ZGN,219130000.0,786243000.0,1035252000.0,8.75,2210075000.0,Apparel - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/ZGN.png,True,183767000.0,353277000.0,Ermenegildo Zegna N.V. Ordinary Shares,NYSE,3026197000.0,6.072539229931164,16.12670247121595,1533.0,1343.0,2876.0,1316.0
2024-12-31,ADMA,103147000.0,63341000.0,82116000.0,19.88,4746031920.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/ADMA.png,True,152355000.0,298316000.0,ADMA Biologics Inc - Common Stock,NASDAQ,4725000920.0,3.2244438166162306,42.12693242492196,748.0,2128.0,2876.0,1316.0
2024-12-31,OSBC,99329000.0,87311000.0,105240000.0,17.19,774516078.0,Banks - Regional,Financial Services,https://images.financialmodelingprep.com/symbol/OSBC.png,True,81974000.0,1199424000.0,"Old Second Bancorp, Inc. - Common Stock",NASDAQ,780427078.0,10.503736006966175,6.370697929255052,2184.0,694.0,2878.0,1318.0
2024-12-31,GTE,103379000.0,1423131000.0,762213000.0,5.34,188656860.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/GTE.png,True,89337508.0,-171594.0,Gran Tierra Energy Inc. Common Stock,AMEX,847490860.0,10.54141256461456,6.278289290847135,2191.0,689.0,2880.0,1319.0
2024-12-31,SPSC,241017000.0,45739000.0,12468000.0,152.67,5798009658.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/SPSC.png,True,101643000.0,98411000.0,"SPS Commerce, Inc. - Common Stock",NASDAQ,5569460658.0,1.8250061584329447,70.51196670135276,472.0,2409.0,2881.0,1320.0
2024-07-31,THO,501316000.0,1390718000.0,1133915000.0,82.54,4391425144.0,Auto - Recreational Vehicles,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/THO.png,True,332835000.0,1050077000.0,"Thor Industries, Inc. Common Stock",NYSE,5024024144.0,6.624868640360579,13.636335702097064,1670.0,1214.0,2884.0,1321.0
2024-12-31,LC,954058000.0,29841000.0,28502000.0,11.4,1301880000.0,Financial - Credit Services,Financial Services,https://images.financialmodelingprep.com/symbol/LC.png,True,89882000.0,5594881000.0,LendingClub Corporation Common Stock,NYSE,376324000.0,23.88420616277463,1.5979811980040968,2559.0,325.0,2884.0,1321.0
2024-12-31,ABT,7616000000.0,10658000000.0,15021000000.0,129.05,224526352000.0,Medical - Devices,Healthcare,https://images.financialmodelingprep.com/symbol/ABT.png,True,7948000000.0,10149000000.0,Abbott Laboratories Common Stock,NYSE,231931352000.0,3.4268760697777503,38.19868313548325,818.0,2066.0,2884.0,1321.0
2024-09-29,SBUX,3286200000.0,17951700000.0,25803100000.0,86.88,98730432000.0,Restaurants,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/SBUX.png,True,4682700000.0,-3715600000.0,Starbucks Corporation - Common Stock,NASDAQ,121247332000.0,3.8621056008061276,32.89313786781492,933.0,1951.0,2884.0,1321.0
2024-06-30,AENT,1129000.0,35066000.0,109833000.0,2.64,134527536.0,Entertainment,Communication Services,https://images.financialmodelingprep.com/symbol/AENT.png,True,14166000.0,49260000.0,Alliance Entertainment Holding Corporation - common stock,NASDAQ,243231536.0,5.824080311691161,16.799089248867492,1495.0,1392.0,2887.0,1325.0
2024-12-31,SGI,117400000.0,1409900000.0,4468800000.0,64.12,13374277840.0,Household & Personal Products,Consumer Defensive,https://images.financialmodelingprep.com/symbol/SGI.png,True,520500000.0,-268900000.0,Somnigroup International Inc. Common Stock,NYSE,17725677840.0,2.936418029811152,45.61787905346188,697.0,2190.0,2887.0,1325.0
2024-05-31,FDX,6501000000.0,58606000000.0,37719000000.0,231.15,55383308850.0,Integrated Freight & Logistics,Industrials,https://images.financialmodelingprep.com/symbol/FDX.png,True,6532000000.0,3318000000.0,FedEx Corporation Common Stock,NYSE,86601308850.0,7.542611176135821,10.54841418513016,1854.0,1034.0,2888.0,1327.0
2024-03-31,SIFY,4105489000.0,39468086000.0,27588603000.0,4.44,53444209.0,Telecommunications Services,Communication Services,https://images.financialmodelingprep.com/symbol/SIFY.png,True,2523000000.0,2066337000.0,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",NASDAQ,23536558209.0,10.719494233592936,6.074479474531282,2213.0,678.0,2891.0,1328.0
2024-03-31,RNW,27021000000.0,691498000000.0,655661000000.0,6.66,2415119829.0,Renewable Utilities,Utilities,https://images.financialmodelingprep.com/symbol/RNW.png,True,52970000000.0,-73754000000.0,ReNew Energy Global plc - Class A Shares,NASDAQ,631055119829.0,8.39387849580454,8.57474941075915,2003.0,889.0,2892.0,1329.0
